message,predicted_label
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,Ham
Haiyoh... Maybe your hamster was jealous of million,Ham
Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,Ham
Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,Ham
Umma. Did she say anything,Ham
How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,Ham
Send his number and give reply tomorrow morning for why you said that to him like that ok,Ham
Well you told others you'd marry them...,Ham
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",Ham
Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,Ham
No let me do the math. Your not good at it.,Ham
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,Ham
How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,Ham
Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,Spam
GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,Spam
Stop the story. I've told him i've returned it and he's saying i should not re order it.,Ham
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",Ham
Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,Ham
"Well, I meant as opposed to my drunken night of before",Ham
"She was supposed to be but couldn't make it, she's still in town though",Ham
